Genus_Level	G1_1.d0	G1_1.ep	G1_10.d0	G1_10.ep	G1_11.d0	G1_11.ep	G1_12.d0	G1_12.ep	G1_2.d0	G1_2.ep	G1_4.d0	G1_4.ep	G1_6.d0	G1_6.ep	G1_8.d0	G1_8.ep	G2_1.d0	G2_1.ep	G2_11.d0	G2_11.ep	G2_12.d0	G2_12.ep	G2_3.d0	G2_3.ep	G2_4.d0	G2_4.ep	G2_6.d0	G2_6.ep	G2_7.d0	G2_7.ep	G2_8.d0	G2_8.ep	G3_1.d0	G3_1.ep	G3_10.d0	G3_10.ep	G3_11.d0	G3_11.ep	G3_12.d0	G3_12.ep	G3_2.d0	G3_2.ep	G3_3.d0	G3_3.ep	G3_7.d0	G3_7.ep	G3_9.d0	G3_9.ep	G4_1.d0	G4_1.ep	G4_10.d0	G4_10.ep	G4_11.d0	G4_11.ep	G4_12.d0	G4_12.ep	G4_4.d0	G4_4.ep	G4_5.d0	G4_5.ep	G4_6.d0	G4_6.ep	G4_7.d0	G4_7.ep	G5_1.d0	G5_1.ep	G5_10.d0	G5_10.ep	G5_12.d0	G5_12.ep	G5_2.d0	G5_2.ep	G5_4.d0	G5_4.ep	G5_6.d0	G5_6.ep	G5_8.d0	G5_8.ep	G5_9.d0	G5_9.ep	G6_1.d0	G6_1.ep	G6_11.d0	G6_11.ep	G6_12.d0	G6_12.ep	G6_3.d0	G6_3.ep	G6_4.d0	G6_4.ep	G6_6.d0	G6_6.ep	G6_8.d0	G6_8.ep	G6_9.d0	G6_9.ep
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Butyricimonas	256.0	277.0	369.0	165.0	796.0	1024.0	129.0	0.0	407.0	423.0	203.0	197.0	686.0	547.0	292.0	233.0	423.0	618.0	278.0	24.0	435.0	188.0	778.0	47.0	537.0	86.0	351.0	104.0	0.0	0.0	165.0	0.0	241.0	2162.0	196.0	8960.0	547.0	931.0	371.0	3791.0	865.0	5003.0	263.0	2301.0	210.0	950.0	342.0	2179.0	79.0	0.0	118.0	0.0	254.0	0.0	867.0	38.0	99.0	0.0	189.0	14.0	717.0	32.0	348.0	22.0	212.0	96.0	255.0	0.0	162.0	12.0	370.0	1628.0	515.0	24.0	397.0	0.0	466.0	0.0	131.0	50.0	0.0	108.0	619.0	47.0	605.0	0.0	153.0	26.0	394.0	19.0	617.0	0.0	610.0	24.0	180.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Odoribacter	0.0	11.0	0.0	0.0	22.0	15.0	0.0	0.0	13.0	0.0	13.0	4.0	9.0	0.0	14.0	10.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	6.0	16.0	26.0	9.0	32.0	0.0	0.0	2.0	0.0	7.0	0.0	8.0	13.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	8.0	0.0	0.0	0.0	4.0	27.0	0.0	0.0	0.0	5.0	0.0	17.0	0.0	0.0	0.0	14.0	0.0	11.0	0.0	0.0	0.0	25.0	9.0	5.0	0.0	0.0	0.0	12.0	0.0	27.0	0.0	18.0	5.0	16.0	7.0	9.0	0.0	6.0	0.0	8.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculaceae	26637.0	42018.0	17107.0	91424.0	97533.0	144568.0	28516.0	0.0	44695.0	37186.0	35156.0	28068.0	55583.0	48386.0	82045.0	39924.0	33576.0	1509.0	66908.0	307.0	51133.0	2971.0	77734.0	789.0	111606.0	1557.0	50558.0	1451.0	49.0	179.0	17225.0	272.0	27751.0	334.0	72577.0	11822.0	75934.0	12822.0	64061.0	245.0	97356.0	352.0	48112.0	414.0	57118.0	4189.0	60538.0	844.0	113051.0	170.0	34915.0	241.0	42271.0	348.0	75398.0	349.0	44938.0	301.0	51254.0	260.0	65011.0	534.0	24433.0	119.0	36058.0	1337.0	154009.0	3.0	103837.0	1063.0	54705.0	202.0	42168.0	235.0	70840.0	226.0	112550.0	1471.0	35630.0	319.0	1497.0	1063.0	122909.0	495.0	126638.0	609.0	22923.0	288.0	56948.0	338.0	88803.0	85.0	92086.0	560.0	102678.0	76.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Alloprevotella	38.0	75.0	21.0	81.0	66.0	96.0	17.0	0.0	47.0	64.0	40.0	66.0	41.0	66.0	92.0	75.0	45.0	105.0	48.0	46.0	43.0	45.0	52.0	96.0	102.0	137.0	60.0	144.0	0.0	10.0	14.0	37.0	32.0	0.0	64.0	135.0	71.0	46.0	51.0	34.0	68.0	34.0	37.0	34.0	46.0	42.0	34.0	37.0	46.0	0.0	0.0	17.0	39.0	32.0	53.0	31.0	37.0	21.0	35.0	23.0	67.0	25.0	21.0	13.0	32.0	15.0	71.0	19.0	65.0	17.0	64.0	0.0	30.0	30.0	74.0	43.0	70.0	77.0	36.0	43.0	0.0	24.0	82.0	91.0	85.0	43.0	52.0	29.0	74.0	49.0	90.0	22.0	83.0	35.0	62.0	25.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Paraprevotella	0.0	10.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	11.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	5.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	7.0	9.0	0.0	0.0	0.0	0.0	18.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella	497.0	746.0	254.0	783.0	599.0	883.0	172.0	9.0	426.0	478.0	435.0	612.0	203.0	582.0	676.0	633.0	362.0	796.0	461.0	374.0	430.0	437.0	447.0	758.0	625.0	1113.0	546.0	1303.0	25.0	161.0	182.0	448.0	1179.0	257.0	525.0	1187.0	606.0	431.0	562.0	297.0	647.0	218.0	286.0	300.0	454.0	488.0	392.0	289.0	388.0	144.0	161.0	156.0	326.0	334.0	384.0	292.0	375.0	76.0	277.0	247.0	627.0	328.0	299.0	126.0	405.0	224.0	568.0	33.0	534.0	246.0	745.0	158.0	374.0	255.0	663.0	358.0	553.0	757.0	415.0	368.0	18.0	264.0	762.0	779.0	821.0	517.0	430.0	379.0	692.0	358.0	735.0	1862.0	763.0	330.0	903.0	229.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotellaceae_NK3B31_group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__uncultured	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes	122.0	481.0	161.0	971.0	354.0	467.0	309.0	0.0	249.0	543.0	183.0	621.0	648.0	2062.0	504.0	701.0	144.0	871.0	445.0	107.0	187.0	335.0	369.0	236.0	503.0	173.0	406.0	370.0	15.0	0.0	188.0	105.0	140.0	2295.0	393.0	3182.0	427.0	383.0	270.0	957.0	1053.0	4918.0	211.0	1695.0	165.0	440.0	194.0	1491.0	148.0	34.0	350.0	37.0	190.0	79.0	266.0	44.0	135.0	62.0	275.0	66.0	420.0	109.0	387.0	57.0	269.0	123.0	331.0	37.0	294.0	54.0	285.0	2177.0	168.0	62.0	246.0	91.0	754.0	236.0	88.0	114.0	0.0	61.0	390.0	186.0	338.0	174.0	248.0	113.0	518.0	77.0	341.0	9.0	645.0	188.0	440.0	60.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Parabacteroides	450.0	567.0	266.0	1208.0	647.0	1570.0	295.0	0.0	321.0	744.0	428.0	767.0	828.0	1479.0	686.0	1978.0	247.0	1493.0	372.0	97.0	400.0	411.0	420.0	125.0	875.0	333.0	569.0	234.0	0.0	0.0	232.0	131.0	99.0	5967.0	328.0	31783.0	255.0	6048.0	250.0	9734.0	1117.0	1038.0	262.0	16350.0	428.0	15647.0	448.0	4149.0	152.0	0.0	181.0	51.0	155.0	110.0	431.0	151.0	137.0	19.0	69.0	43.0	352.0	111.0	1414.0	0.0	358.0	117.0	339.0	44.0	300.0	73.0	338.0	513.0	314.0	97.0	524.0	32.0	491.0	227.0	209.0	111.0	0.0	53.0	481.0	168.0	604.0	52.0	241.0	123.0	332.0	63.0	470.0	34.0	866.0	44.0	475.0	23.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__uncultured; g__uncultured	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Weeksellaceae; g__Chryseobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Campylobacteraceae; g__Campylobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast	26.0	19.0	0.0	0.0	0.0	20.0	20.0	0.0	11.0	0.0	10.0	24.0	0.0	0.0	21.0	0.0	34.0	4572.0	17.0	263.0	10.0	856.0	6.0	3719.0	0.0	4715.0	2.0	1334.0	0.0	82.0	0.0	185.0	14.0	73.0	8.0	160.0	49.0	0.0	18.0	32.0	53.0	43.0	0.0	16.0	12.0	333.0	7.0	30.0	6.0	25.0	0.0	151.0	35.0	247.0	31.0	379.0	16.0	66.0	0.0	188.0	16.0	591.0	0.0	67.0	12.0	228.0	0.0	124.0	15.0	316.0	13.0	1354.0	43.0	315.0	0.0	4753.0	33.0	2604.0	21.0	300.0	0.0	396.0	10.0	61.0	19.0	284.0	15.0	579.0	0.0	261.0	17.0	3.0	0.0	206.0	0.0	378.0
d__Bacteria; p__Cyanobacteria; c__Vampirivibrionia; o__Gastranaerophilales; f__Gastranaerophilales; g__Gastranaerophilales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Deferribacterota; c__Deferribacteres; o__Deferribacterales; f__Deferribacteraceae; g__Mucispirillum	579.0	2541.0	187.0	46.0	726.0	0.0	53.0	0.0	709.0	156.0	377.0	454.0	91.0	360.0	2285.0	638.0	752.0	0.0	449.0	14.0	1199.0	25.0	43.0	35.0	65.0	70.0	1154.0	0.0	4.0	71.0	26.0	135.0	296.0	10.0	402.0	0.0	42.0	14.0	694.0	0.0	89.0	8.0	469.0	0.0	316.0	0.0	195.0	0.0	24.0	0.0	10.0	0.0	0.0	0.0	94.0	0.0	242.0	0.0	297.0	0.0	433.0	0.0	457.0	0.0	418.0	0.0	59.0	10.0	857.0	0.0	719.0	0.0	359.0	0.0	11.0	0.0	112.0	24.0	141.0	0.0	0.0	0.0	173.0	0.0	1280.0	21.0	2328.0	0.0	790.0	10.0	457.0	0.0	110.0	15.0	55.0	0.0
d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila	23.0	36.0	0.0	32.0	37.0	37.0	0.0	0.0	25.0	26.0	17.0	30.0	20.0	26.0	40.0	34.0	0.0	54.0	23.0	21.0	17.0	24.0	18.0	33.0	33.0	46.0	24.0	71.0	0.0	0.0	0.0	20.0	23.0	0.0	16.0	35.0	32.0	0.0	18.0	15.0	37.0	0.0	24.0	15.0	21.0	20.0	16.0	12.0	12.0	9.0	0.0	14.0	17.0	0.0	13.0	16.0	16.0	0.0	19.0	10.0	26.0	18.0	0.0	0.0	0.0	18.0	19.0	8.0	20.0	9.0	10.0	0.0	13.0	16.0	25.0	16.0	34.0	33.0	19.0	25.0	0.0	13.0	40.0	36.0	36.0	32.0	0.0	26.0	42.0	18.0	25.0	19.0	39.0	32.0	25.0	17.0
d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio	0.0	10.0	0.0	13.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	8.0	8.0	7.0	14.0	12.0	21.0	0.0	24.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	12.0	3.0	6.0	0.0	0.0	10.0	8.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	12.0	0.0	0.0	13.0	0.0	14.0	0.0	6.0	11.0	7.0	0.0	12.0	0.0	11.0	7.0	0.0	7.0
d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__uncultured	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
d__Bacteria; p__Elusimicrobiota; c__Elusimicrobia; o__Elusimicrobiales; f__Elusimicrobiaceae; g__Elusimicrobium	0.0	12.0	0.0	0.0	10.0	10.0	0.0	0.0	28.0	12.0	0.0	0.0	0.0	10.0	14.0	15.0	0.0	18.0	9.0	0.0	6.0	7.0	5.0	0.0	0.0	30.0	9.0	30.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	11.0	13.0	9.0	8.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	6.0	19.0	0.0	0.0	0.0	9.0	0.0	8.0	0.0
d__Bacteria; p__Firmicutes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Acholeplasmatales; f__Acholeplasmataceae; g__Anaeroplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	12.0	33.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	35.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
d__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
